"","HHID","HHSPLITID","STATEID","DISTID","PSUID","NR8","Remittance","NR13B","NR10","NR5","Age","num_non_res","marital_status","relation_to_hh","INCOME","INCOMEPC","INCREMIT","hh_size","COPC","URBAN2011","edu_level","edu_num","Gender","married","unmarried","widowed","urban","non_resident_remits","hhY_minus_Remt","log_hhY_minus_Remt","states_numeric","EAG"
"12536",161,1,"(29) Karnataka 29",16,31,"(1) same state",NA,NA,"(03) 3rd class","(1) Male",45,1,"(4) Separated/Divorced","(02) Wife/Husband",148300,49433.3320313,NA,3,57636,"(0) rural 0","Classes 1-5","1",1,0,0,0,0,FALSE,148300,11.906992528126,29,0
"12537",171,1,"(29) Karnataka 29",16,31,"(1) same state",11000,NA,"(10) Secondary","(1) Male",35,1,"(1) Married","(03) Son/Daughter",27490,13745,11000,2,37012.5,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,16490,9.71050941555364,29,0
"12538",181,1,"(29) Karnataka 29",16,31,"(1) same state",NA,NA,"(16) Above Bachelors","(1) Male",28,1,"(2) Unmarried","(03) Son/Daughter",346980,69396,NA,5,39292,"(0) rural 0","Above Bachelors","6",1,0,1,0,0,FALSE,346980,12.7570224203803,29,0
"12539",11,1,"(29) Karnataka 29",16,32,"(1) same state",3000,NA,"(10) Secondary","(1) Male",32,2,"(2) Unmarried","(03) Son/Daughter",125050,25010,5000,5,29794.4003907,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,122050,11.7121860758211,29,0
"12540",11,1,"(29) Karnataka 29",16,32,"(1) same state",2000,NA,"(15) Bachelors","(1) Male",37,2,"(1) Married","(03) Son/Daughter",125050,25010,5000,5,29794.4003907,"(0) rural 0","Bachelors","5",1,1,0,0,0,TRUE,123050,11.7203460558192,29,0
"12541",31,1,"(29) Karnataka 29",16,32,"(1) same state",30000,NA,"(10) Secondary","(1) Male",27,1,"(2) Unmarried","(07) Brother/Sister",97920,97920,30000,1,55940,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,67920,11.1260858209852,29,0
"12542",61,1,"(29) Karnataka 29",16,32,"(1) same state",20000,NA,"(09) 9th class","(1) Male",33,2,"(1) Married","(02) Wife/Husband",166000,18444.4453125,40000,9,17001.3339844,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,146000,11.8913619006905,29,0
"12543",61,1,"(29) Karnataka 29",16,32,"(1) same state",20000,NA,"(07) 7th class","(1) Male",29,2,"(1) Married","(02) Wife/Husband",166000,18444.4453125,40000,9,17001.3339844,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,146000,11.8913619006905,29,0
"12544",71,1,"(29) Karnataka 29",16,32,"(1) same state",NA,1000,"(06) 6th class","(1) Male",12,1,"(2) Unmarried","(03) Son/Daughter",59600,19866.6660156,NA,3,38002.6679688,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,59600,10.9954108530534,29,0
"12545",81,1,"(29) Karnataka 29",16,32,"(1) same state",3000,NA,"(05) 5th class","(1) Male",47,1,"(1) Married","(02) Wife/Husband",16850,4212.5,3000,4,23198.5,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,TRUE,13850,9.53604051161548,29,0
"12546",101,1,"(29) Karnataka 29",16,32,"(1) same state",25000,NA,"(07) 7th class","(1) Male",28,1,"(2) Unmarried","(03) Son/Daughter",313800,78450,25000,4,38742.5,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,288800,12.5734896860008,29,0
"12547",121,1,"(29) Karnataka 29",16,32,"(1) same state",NA,50000,"(14) 2 years post-secondary","(2) Female",20,2,"(2) Unmarried","(03) Son/Daughter",535100,89183.3359375,40000,6,28306,"(0) rural 0","1-2 years post-secondary","4",0,0,1,0,0,FALSE,535100,13.1902089242994,29,0
"12548",121,1,"(29) Karnataka 29",16,32,"(1) same state",40000,NA,"(13) 1 year post-secondary","(1) Male",23,2,"(2) Unmarried","(03) Son/Daughter",535100,89183.3359375,40000,6,28306,"(0) rural 0","1-2 years post-secondary","4",1,0,1,0,0,TRUE,495100,13.1125150413495,29,0
"12549",141,1,"(29) Karnataka 29",16,32,"(1) same state",2000,NA,"(07) 7th class","(1) Male",24,1,"(2) Unmarried","(03) Son/Daughter",58850,19616.6660156,2000,3,102636,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,56850,10.9481714991787,29,0
"12550",142,1,"(29) Karnataka 29",16,32,"(1) same state",22000,NA,"(09) 9th class","(1) Male",28,2,"(2) Unmarried","(03) Son/Daughter",149000,29800,42000,5,23057.4003906,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,127000,11.7519423654407,29,0
"12551",142,1,"(29) Karnataka 29",16,32,"(1) same state",20000,NA,"(04) 4th class","(1) Male",20,2,"(2) Unmarried","(03) Son/Daughter",149000,29800,42000,5,23057.4003906,"(0) rural 0","Classes 1-5","1",1,0,1,0,0,TRUE,129000,11.7675676833438,29,0
"12552",161,2,"(29) Karnataka 29",16,32,"(1) same state",NA,3000,"(12) High Secondary","(2) Female",16,1,"(2) Unmarried","(03) Son/Daughter",2428700,809566.6875,NA,3,102773.3359375,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,2428700,14.7028666927403,29,0
"12553",171,1,"(29) Karnataka 29",16,32,"(1) same state",15000,NA,"(12) High Secondary","(1) Male",35,3,"(1) Married","(03) Son/Daughter",312000,104000,35000,3,37434.6679688,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,297000,12.6014874177848,29,0
"12554",171,1,"(29) Karnataka 29",16,32,"(1) same state",10000,NA,"(10) Secondary","(1) Male",33,3,"(1) Married","(03) Son/Daughter",312000,104000,35000,3,37434.6679688,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,302000,12.618182296357,29,0
"12555",171,1,"(29) Karnataka 29",16,32,"(1) same state",10000,NA,"(10) Secondary","(1) Male",31,3,"(1) Married","(03) Son/Daughter",312000,104000,35000,3,37434.6679688,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,302000,12.618182296357,29,0
"12556",181,1,"(29) Karnataka 29",16,32,"(2) another state",3000,NA,"(10) Secondary","(1) Male",25,1,"(2) Unmarried","(03) Son/Daughter",21200,4240,3000,5,50681.6015625,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,18200,9.80917687306489,29,0
"12557",191,1,"(29) Karnataka 29",16,32,"(1) same state",2000,NA,"(06) 6th class","(1) Male",60,3,"(1) Married","(02) Wife/Husband",13800,2760,5500,5,52594.3984375,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,11800,9.37585481045376,29,0
"12558",191,1,"(29) Karnataka 29",16,32,"(1) same state",3000,NA,"(07) 7th class","(1) Male",25,3,"(1) Married","(02) Wife/Husband",13800,2760,5500,5,52594.3984375,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,10800,9.28730141311231,29,0
"12559",191,1,"(29) Karnataka 29",16,32,"(1) same state",500,NA,"(12) High Secondary","(1) Male",20,3,"(2) Unmarried","(03) Son/Daughter",13800,2760,5500,5,52594.3984375,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,13300,9.49551931420985,29,0
"12560",51,1,"(29) Karnataka 29",16,33,"(1) same state",20000,NA,"(12) High Secondary","(1) Male",28,1,"(2) Unmarried","(03) Son/Daughter",239530,119765,20000,2,93320,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,219530,12.299244176418,29,0
"12561",61,1,"(29) Karnataka 29",16,33,"(1) same state",NA,NA,"(00) none","(2) Female",35,1,"(1) Married","(02) Wife/Husband",118840,39613.3320313,NA,3,33396.6679688,"(0) rural 0","None","0",0,1,0,0,0,FALSE,118840,11.6855333295765,29,0
"12562",81,1,"(29) Karnataka 29",16,33,"(2) another state",5000,NA,"(10) Secondary","(1) Male",45,1,"(1) Married","(03) Son/Daughter",58290,14572.5,5000,4,28502,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,53290,10.8835039752908,29,0
"12563",161,1,"(29) Karnataka 29",16,33,"(1) same state",NA,45000,"(16) Above Bachelors","(1) Male",27,2,"(2) Unmarried","(03) Son/Daughter",151990,21712.8574219,NA,7,30750,"(0) rural 0","Above Bachelors","6",1,0,1,0,0,FALSE,151990,11.9315700081905,29,0
"12564",161,1,"(29) Karnataka 29",16,33,"(1) same state",NA,36000,"(16) Above Bachelors","(2) Female",22,2,"(2) Unmarried","(03) Son/Daughter",151990,21712.8574219,NA,7,30750,"(0) rural 0","Above Bachelors","6",0,0,1,0,0,FALSE,151990,11.9315700081905,29,0
"12565",191,1,"(29) Karnataka 29",16,33,"(2) another state",2000,NA,"(10) Secondary","(1) Male",36,2,"(1) Married","(03) Son/Daughter",34025,17012.5,7000,2,24546,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,32025,10.3742721267649,29,0
"12566",191,1,"(29) Karnataka 29",16,33,"(2) another state",5000,NA,"(12) High Secondary","(1) Male",28,2,"(2) Unmarried","(03) Son/Daughter",34025,17012.5,7000,2,24546,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,29025,10.2759128065661,29,0
"12567",201,1,"(29) Karnataka 29",16,33,"(1) same state",NA,41000,"(16) Above Bachelors","(1) Male",23,1,"(2) Unmarried","(03) Son/Daughter",170800,28466.6660157,NA,6,29389.3339844,"(0) rural 0","Above Bachelors","6",1,0,1,0,0,FALSE,170800,12.0482485603366,29,0
"12568",40,1,"(29) Karnataka 29",17,1,"(1) same state",NA,80000,"(15) Bachelors","(1) Male",20,1,"(2) Unmarried","(03) Son/Daughter",42900,10725,NA,4,49452.296875,"(0) rural 0","Bachelors","5",1,0,1,0,0,FALSE,42900,10.6666271049161,29,0
"12569",100,1,"(29) Karnataka 29",17,1,"(1) same state",NA,48000,"(04) 4th class","(1) Male",11,1,"(2) Unmarried","(03) Son/Daughter",513000,171000,NA,3,71150,"(0) rural 0","Classes 1-5","1",1,0,1,0,0,FALSE,513000,13.1480311241529,29,0
"12570",50,1,"(29) Karnataka 29",17,2,"(1) same state",12000,NA,"(14) 2 years post-secondary","(1) Male",24,2,"(2) Unmarried","(03) Son/Daughter",57100,28550,12000,2,138230.40625,"(0) rural 0","1-2 years post-secondary","4",1,0,1,0,0,TRUE,45100,10.7166375254908,29,0
"12571",50,1,"(29) Karnataka 29",17,2,"(1) same state",NA,3300,"(00) none","(2) Female",70,2,"(3) Widowed","(06) Father/Mother",57100,28550,12000,2,138230.40625,"(0) rural 0","None","0",0,0,0,1,0,FALSE,57100,10.9525593956441,29,0
"12572",60,1,"(29) Karnataka 29",17,2,"(1) same state",12500,NA,"(08) 8th class","(1) Male",35,5,"(1) Married","(03) Son/Daughter",60440,20146.6660156,25000,3,96510.6640625,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,47940,10.7777055079884,29,0
"12573",60,1,"(29) Karnataka 29",17,2,"(1) same state",12500,NA,"(10) Secondary","(1) Male",22,5,"(2) Unmarried","(03) Son/Daughter",60440,20146.6660156,25000,3,96510.6640625,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,47940,10.7777055079884,29,0
"12574",60,1,"(29) Karnataka 29",17,2,"(1) same state",NA,NA,"(08) 8th class","(2) Female",22,5,"(1) Married","(04) Daughter-/Son-inlaw",60440,20146.6660156,25000,3,96510.6640625,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,FALSE,60440,11.0094064163867,29,0
"12575",60,1,"(29) Karnataka 29",17,2,"(1) same state",NA,NA,"(00) none","(2) Female",3,5,"(2) Unmarried","(05) Grandchild",60440,20146.6660156,25000,3,96510.6640625,"(0) rural 0","None","0",0,0,1,0,0,FALSE,60440,11.0094064163867,29,0
"12576",60,1,"(29) Karnataka 29",17,2,"(1) same state",NA,NA,"(00) none","(1) Male",1,5,"(2) Unmarried","(05) Grandchild",60440,20146.6660156,25000,3,96510.6640625,"(0) rural 0","None","0",1,0,1,0,0,FALSE,60440,11.0094064163867,29,0
"12577",100,1,"(29) Karnataka 29",17,2,"(1) same state",NA,2000,"(10) Secondary","(2) Female",15,1,"(2) Unmarried","(03) Son/Daughter",10480,1746.666626,NA,6,9487,"(0) rural 0","Classes 6-10","2",0,0,1,0,0,FALSE,10480,9.25722395787503,29,0
"12578",110,1,"(29) Karnataka 29",17,2,"(1) same state",10000,NA,"(14) 2 years post-secondary","(1) Male",28,1,"(1) Married","(03) Son/Daughter",53820,10764,10000,5,12034.640625,"(0) rural 0","1-2 years post-secondary","4",1,1,0,0,0,TRUE,43820,10.6878456131495,29,0
"12579",120,1,"(29) Karnataka 29",17,2,"(1) same state",5000,NA,"(07) 7th class","(1) Male",42,3,"(1) Married","(06) Father/Mother",101700,20340,35000,5,52034.3203125,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,96700,11.4793686814414,29,0
"12580",120,1,"(29) Karnataka 29",17,2,"(1) same state",NA,NA,"(06) 6th class","(2) Female",30,3,"(1) Married","(06) Father/Mother",101700,20340,35000,5,52034.3203125,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,FALSE,101700,11.5297825820367,29,0
"12581",120,1,"(29) Karnataka 29",17,2,"(1) same state",30000,NA,"(09) 9th class","(1) Male",25,3,"(2) Unmarried","(03) Son/Daughter",101700,20340,35000,5,52034.3203125,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,71700,11.1802460265877,29,0
"12582",140,1,"(29) Karnataka 29",17,2,"(1) same state",12000,NA,"(10) Secondary","(1) Male",18,1,"(2) Unmarried","(03) Son/Daughter",42615,14205,12000,3,16028.6669922,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,30615,10.3292453639121,29,0
"12583",150,1,"(29) Karnataka 29",17,2,"(1) same state",60000,NA,"(10) Secondary","(1) Male",22,1,"(2) Unmarried","(03) Son/Daughter",144290,48096.6679688,60000,3,15212,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,84290,11.3420185129915,29,0
"12584",200,1,"(29) Karnataka 29",17,2,"(1) same state",NA,500,"(05) 5th class","(2) Female",11,2,"(2) Unmarried","(03) Son/Daughter",34170,17085,NA,2,19857.1992188,"(0) rural 0","Classes 1-5","1",0,0,1,0,0,FALSE,34170,10.4391033451093,29,0
"12585",200,1,"(29) Karnataka 29",17,2,"(1) same state",NA,500,"(02) 2nd class","(1) Male",9,2,"(2) Unmarried","(03) Son/Daughter",34170,17085,NA,2,19857.1992188,"(0) rural 0","Classes 1-5","1",1,0,1,0,0,FALSE,34170,10.4391033451093,29,0
"12586",20,1,"(29) Karnataka 29",17,3,"(1) same state",NA,10000,"(11) 11th Class","(2) Female",17,1,"(2) Unmarried","(03) Son/Daughter",81500,20375,NA,4,16929,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,81500,11.308358299229,29,0
"12587",40,1,"(29) Karnataka 29",17,3,"(1) same state",NA,8000,"(11) 11th Class","(2) Female",17,1,"(2) Unmarried","(03) Son/Daughter",42975,10743.75,NA,4,14280.5,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,42975,10.668373830251,29,0
"12588",80,1,"(29) Karnataka 29",17,3,"(1) same state",NA,10000,"(09) 9th class","(2) Female",39,2,"(1) Married","(03) Son/Daughter",11000,5500,NA,2,38813.6015625,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,FALSE,11000,9.30565055178051,29,0
"12589",80,1,"(29) Karnataka 29",17,3,"(1) same state",NA,10000,"(03) 3rd class","(2) Female",36,2,"(1) Married","(03) Son/Daughter",11000,5500,NA,2,38813.6015625,"(0) rural 0","Classes 1-5","1",0,1,0,0,0,FALSE,11000,9.30565055178051,29,0
"12590",90,1,"(29) Karnataka 29",17,3,"(1) same state",NA,12000,"(13) 1 year post-secondary","(2) Female",23,1,"(2) Unmarried","(03) Son/Daughter",479200,119800,NA,4,24742,"(0) rural 0","1-2 years post-secondary","4",0,0,1,0,0,FALSE,479200,13.0798733257834,29,0
"12591",110,1,"(29) Karnataka 29",17,3,"(1) same state",500,NA,"(09) 9th class","(1) Male",25,1,"(2) Unmarried","(03) Son/Daughter",22800,11400,500,2,18558,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,22300,10.0123419574482,29,0
"12592",120,1,"(29) Karnataka 29",17,3,"(1) same state",NA,1000,"(00) none","(2) Female",60,1,"(1) Married","(06) Father/Mother",78200,19550,NA,4,32958.3007813,"(0) rural 0","None","0",0,1,0,0,0,FALSE,78200,11.2670249265334,29,0
"12593",140,1,"(29) Karnataka 29",17,3,"(1) same state",NA,5000,"(09) 9th class","(1) Male",15,1,"(2) Unmarried","(03) Son/Daughter",84025,10503.125,NA,8,6071.5,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,84025,11.3388696525933,29,0
"12594",150,1,"(29) Karnataka 29",17,3,"(1) same state",NA,10000,"(12) High Secondary","(2) Female",19,2,"(2) Unmarried","(03) Son/Daughter",-73500,-24500,NA,3,63052,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,-73500,-11.2050406852009,29,0
"12595",150,1,"(29) Karnataka 29",17,3,"(1) same state",NA,5000,"(10) Secondary","(1) Male",16,2,"(2) Unmarried","(03) Son/Daughter",-73500,-24500,NA,3,63052,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,-73500,-11.2050406852009,29,0
"12596",160,1,"(29) Karnataka 29",17,3,"(1) same state",NA,15000,"(13) 1 year post-secondary","(2) Female",18,3,"(2) Unmarried","(03) Son/Daughter",71790,23930,1700,3,16116,"(0) rural 0","1-2 years post-secondary","4",0,0,1,0,0,FALSE,71790,11.1815004695705,29,0
"12597",160,1,"(29) Karnataka 29",17,3,"(1) same state",NA,6000,"(11) 11th Class","(2) Female",16,3,"(2) Unmarried","(03) Son/Daughter",71790,23930,1700,3,16116,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,71790,11.1815004695705,29,0
"12598",160,1,"(29) Karnataka 29",17,3,"(1) same state",1700,NA,"(00) none","(2) Female",80,3,"(3) Widowed","(06) Father/Mother",71790,23930,1700,3,16116,"(0) rural 0","None","0",0,0,0,1,0,TRUE,70090,11.1575354094944,29,0
"12599",200,1,"(29) Karnataka 29",17,3,"(1) same state",1000,NA,"(00) none","(2) Female",60,1,"(3) Widowed","(06) Father/Mother",57405,11481,1000,5,9854.4003906,"(0) rural 0","None","0",0,0,0,1,0,TRUE,56405,10.940313086039,29,0
"12600",200,2,"(29) Karnataka 29",17,3,"(1) same state",1000,NA,"(00) none","(2) Female",60,1,"(3) Widowed","(03) Son/Daughter",28900,28900,1000,1,13666,"(0) rural 0","None","0",0,0,0,1,0,TRUE,27900,10.2363819678095,29,0
"12601",30,1,"(29) Karnataka 29",17,4,"(1) same state",NA,500,"(00) none","(1) Male",70,2,"(1) Married","(06) Father/Mother",102625,25656.25,NA,4,20898,"(0) rural 0","None","0",1,1,0,0,0,FALSE,102625,11.5388368467547,29,0
"12602",30,1,"(29) Karnataka 29",17,4,"(1) same state",NA,500,"(00) none","(2) Female",65,2,"(1) Married","(06) Father/Mother",102625,25656.25,NA,4,20898,"(0) rural 0","None","0",0,1,0,0,0,FALSE,102625,11.5388368467547,29,0
"12603",70,1,"(29) Karnataka 29",17,4,"(1) same state",NA,8000,"(11) 11th Class","(2) Female",17,1,"(2) Unmarried","(03) Son/Daughter",63800,15950,NA,4,15884,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,63800,11.0635084693329,29,0
"12604",80,1,"(29) Karnataka 29",17,4,"(1) same state",NA,1000,"(12) High Secondary","(2) Female",29,1,"(3) Widowed","(06) Father/Mother",66950,11158.3330078,NA,6,22574.6660156,"(0) rural 0","Classes 11-12","3",0,0,0,1,0,FALSE,66950,11.1117013511193,29,0
"12605",90,2,"(29) Karnataka 29",17,4,"(1) same state",5000,NA,"(00) none","(2) Female",45,1,"(3) Widowed","(03) Son/Daughter",14600,7300,5000,2,9586,"(0) rural 0","None","0",0,0,0,1,0,TRUE,9600,9.16951837745593,29,0
"12606",100,1,"(29) Karnataka 29",17,4,"(1) same state",4000,NA,"(15) Bachelors","(2) Female",25,2,"(2) Unmarried","(03) Son/Daughter",31270,6254,7000,5,15333.2001953,"(0) rural 0","Bachelors","5",0,0,1,0,0,TRUE,27270,10.2135424758396,29,0
"12607",100,1,"(29) Karnataka 29",17,4,"(1) same state",3000,NA,"(11) 11th Class","(1) Male",20,2,"(2) Unmarried","(03) Son/Daughter",31270,6254,7000,5,15333.2001953,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,28270,10.2495564506876,29,0
"12608",150,1,"(29) Karnataka 29",17,4,"(1) same state",3000,NA,"(16) Above Bachelors","(1) Male",26,1,"(2) Unmarried","(03) Son/Daughter",40800,40800,3000,1,38178,"(0) rural 0","Above Bachelors","6",1,0,1,0,0,TRUE,37800,10.5400643816077,29,0
"12609",200,1,"(29) Karnataka 29",17,4,"(1) same state",NA,1000,"(09) 9th class","(2) Female",17,2,"(1) Married","(10) Brother-/Sister-inlaw",163820,23402.8574219,NA,7,24552.5722656,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,FALSE,163820,12.0065235430696,29,0
"12610",200,1,"(29) Karnataka 29",17,4,"(1) same state",NA,2000,"(08) 8th class","(1) Male",13,2,"(1) Married","(09) Nephew/Niece",163820,23402.8574219,NA,7,24552.5722656,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,163820,12.0065235430696,29,0
"12611",60,1,"(29) Karnataka 29",17,5,"(1) same state",24000,NA,"(12) High Secondary","(2) Female",26,1,"(2) Unmarried","(03) Son/Daughter",32980,32980,24000,1,20738,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,TRUE,8980,9.10275516129625,29,0
"12612",70,1,"(29) Karnataka 29",17,5,"(1) same state",NA,3000,"(09) 9th class","(1) Male",31,1,"(1) Married","(03) Son/Daughter",7920,3960,NA,2,16066,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,7920,8.97714648480847,29,0
"12613",90,1,"(29) Karnataka 29",17,5,"(1) same state",70000,NA,"(08) 8th class","(1) Male",21,2,"(2) Unmarried","(05) Grandchild",164150,41037.5,106000,4,24481.5,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,94150,11.4526445340853,29,0
"12614",90,1,"(29) Karnataka 29",17,5,"(1) same state",36000,NA,"(07) 7th class","(1) Male",18,2,"(2) Unmarried","(05) Grandchild",164150,41037.5,106000,4,24481.5,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,128150,11.7609567317922,29,0
"12615",100,1,"(29) Karnataka 29",17,5,"(1) same state",72000,NA,"(16) Above Bachelors","(1) Male",24,1,"(2) Unmarried","(03) Son/Daughter",78000,39000,72000,2,248418.203125,"(0) rural 0","Above Bachelors","6",1,0,1,0,0,TRUE,6000,8.69951474821019,29,0
"12616",120,1,"(29) Karnataka 29",17,5,"(1) same state",NA,40000,"(11) 11th Class","(2) Female",17,2,"(2) Unmarried","(03) Son/Daughter",63620,21206.6660156,NA,3,33408.3320313,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,63620,11.0606831653031,29,0
"12617",120,1,"(29) Karnataka 29",17,5,"(1) same state",NA,1000,"(00) none","(2) Female",70,2,"(3) Widowed","(06) Father/Mother",63620,21206.6660156,NA,3,33408.3320313,"(0) rural 0","None","0",0,0,0,1,0,FALSE,63620,11.0606831653031,29,0
"12618",180,1,"(29) Karnataka 29",17,5,"(1) same state",3000,NA,"(10) Secondary","(1) Male",17,1,"(2) Unmarried","(03) Son/Daughter",142660,35665,3000,4,37427.1992188,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,139660,11.8469661764,29,0
"12619",60,1,"(29) Karnataka 29",17,6,"(1) same state",NA,5000,"(10) Secondary","(2) Female",23,1,"(1) Married","(02) Wife/Husband",161200,53733.3320313,NA,3,10263.3330078,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,FALSE,161200,11.9904011090547,29,0
"12620",100,1,"(29) Karnataka 29",17,6,"(1) same state",NA,2500,"(11) 11th Class","(2) Female",19,3,"(2) Unmarried","(03) Son/Daughter",95185,47592.5,NA,2,21184,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,95185,11.4635776453399,29,0
"12621",100,1,"(29) Karnataka 29",17,6,"(1) same state",NA,2500,"(11) 11th Class","(2) Female",17,3,"(2) Unmarried","(03) Son/Daughter",95185,47592.5,NA,2,21184,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,95185,11.4635776453399,29,0
"12622",100,1,"(29) Karnataka 29",17,6,"(1) same state",NA,1600,"(08) 8th class","(1) Male",13,3,"(2) Unmarried","(03) Son/Daughter",95185,47592.5,NA,2,21184,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,95185,11.4635776453399,29,0
"12623",110,1,"(29) Karnataka 29",17,6,"(1) same state",5000,NA,"(08) 8th class","(1) Male",22,1,"(2) Unmarried","(03) Son/Daughter",45575,11393.75,5000,4,11608,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,40575,10.6109073923828,29,0
"12624",140,1,"(29) Karnataka 29",17,6,"(1) same state",12000,NA,"(12) High Secondary","(2) Female",21,1,"(2) Unmarried","(03) Son/Daughter",54700,13675,12000,4,16928.5,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,TRUE,42700,10.6619541992167,29,0
"12625",150,1,"(29) Karnataka 29",17,6,"(2) another state",NA,NA,"(07) 7th class","(1) Male",42,2,"(1) Married","(06) Father/Mother",57600,11520,NA,5,22095,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,57600,10.961277846684,29,0
"12626",150,1,"(29) Karnataka 29",17,6,"(2) another state",NA,NA,"(07) 7th class","(2) Female",29,2,"(1) Married","(06) Father/Mother",57600,11520,NA,5,22095,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,FALSE,57600,10.961277846684,29,0
"12627",160,2,"(29) Karnataka 29",17,6,"(1) same state",NA,1000,"(00) none","(2) Female",50,2,"(1) Married","(06) Father/Mother",55525,18508.3339844,NA,3,28188,"(0) rural 0","None","0",0,1,0,0,0,FALSE,55525,10.9245886487626,29,0
"12628",160,2,"(29) Karnataka 29",17,6,"(1) same state",NA,1000,"(00) none","(1) Male",53,2,"(1) Married","(06) Father/Mother",55525,18508.3339844,NA,3,28188,"(0) rural 0","None","0",1,1,0,0,0,FALSE,55525,10.9245886487626,29,0
"12629",170,1,"(29) Karnataka 29",17,6,"(1) same state",3000,NA,"(10) Secondary","(1) Male",24,1,"(2) Unmarried","(03) Son/Daughter",12760,12760,3000,1,15524,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,9760,9.18604767940714,29,0
"12630",200,1,"(29) Karnataka 29",17,6,"(1) same state",12000,NA,"(11) 11th Class","(1) Male",26,2,"(2) Unmarried","(03) Son/Daughter",55240,27620,24000,2,33988,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,43240,10.6745212717531,29,0
"12631",200,1,"(29) Karnataka 29",17,6,"(1) same state",12000,NA,"(11) 11th Class","(1) Male",25,2,"(2) Unmarried","(03) Son/Daughter",55240,27620,24000,2,33988,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,43240,10.6745212717531,29,0
"12632",10,1,"(29) Karnataka 29",17,7,"(1) same state",NA,NA,"(08) 8th class","(1) Male",75,2,"(1) Married","(06) Father/Mother",21620,5405,NA,4,20941.5,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,21620,9.9813740911932,29,0
